Target			1				
StepLimit			20				
TimeLimit			0				
ColorCount			7				
Nut1Count			1				
Nut2Count			1				
NutInitCount			1				
NutMaxCount			3				
NutStep			7				
PlusInitCount			0				
PlusMaxCount			0				
PlusStartTime			0				
PlusStep			0				
Seed			0				
NewFormat			1				
StarScore			6000,12000,18000,				
GridDataArray			0,0,9,9,9,9,9,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1537,1,1537,1,0,0,0,0,1537,0,1537,0,1537,0,0,0,0,0,2561,0,2561,0,0,0,0,0,2561,1,2561,1,2561,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,257,257,257,257,257,0,0,				
PortalArray			6,3,6,5,0,5,2,5,4,0,4,3,4,5,0,3,2,3,4,0,2,3,2,5,0,				
