Target			1				
StepLimit			36				
TimeLimit			0				
ColorCount			5				
Nut1Count			4				
Nut2Count			4				
NutInitCount			2				
NutMaxCount			3				
NutStep			4				
PlusInitCount			0				
PlusMaxCount			0				
PlusStartTime			0				
PlusStep			0				
Seed			0				
NewFormat			1				
StarScore			17500,23500,27000,				
GridDataArray			9,9,9,9,9,9,9,9,9,1,1,1537,1537,1,1537,1537,1,1,1,1,0,0,1,0,0,1,1,1,1,0,2561,1,2561,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1537,1,1537,0,1,1,1,1,0,0,1,0,0,1,1,1,1,2561,2561,1,2561,2561,1,1,257,257,257,257,257,257,257,257,257,				
PortalArray			6,1,6,7,0,5,1,5,3,0,5,5,5,7,0,3,1,3,3,0,3,5,3,7,0,2,1,2,7,0,				
