Target			0				
StepLimit			30				
TimeLimit			0				
ColorCount			5				
Nut1Count			3				
Nut2Count			3				
NutInitCount			1				
NutMaxCount			3				
NutMinCount			0				
NutStep			10				
PlusInitCount			1				
PlusMaxCount			3				
PlusStartTime			0				
PlusStep			10				
Seed			0				
NewFormat			1				
StarScore			5000,10000,15000,				
GridDataArray			9,9,9,9,9,9,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1537,1537,1537,1537,1537,1,1,0,0,0,0,0,0,0,0,0,0,0,148,148,148,148,148,0,0,0,0,148,148,0,148,148,0,0,0,0,148,148,148,148,148,0,0,				
PortalArray			2,4,2,6,0,3,4,3,6,0,4,4,4,6,0,5,4,5,6,0,6,4,6,6,0,4,6,4,8,0,				
