Target			0				
StepLimit			40				
TimeLimit			0				
ColorCount			7				
Nut1Count			3				
Nut2Count			3				
NutInitCount			0				
NutMaxCount			0				
NutStep			0				
PlusInitCount			0				
PlusMaxCount			0				
PlusStartTime			0				
PlusStep			0				
Seed			0				
NewFormat			1				
StarScore			15000,25000,30000,				
GridDataArray			1545,9,9,9,9,9,9,9,1545,0,1,1,1,1,1,1,1,0,2561,1,1,1,1,1,1,1,2561,1,1,1,1,3,1,1,1,1,1537,1,1,3,3,3,1,1,1537,0,1,3,3,1539,3,3,1,0,2563,3,3,3,0,3,3,3,2563,3,3,3,3,2563,3,3,3,3,1,3,3,3,3,3,3,3,1,				
PortalArray			8,0,8,2,0,8,4,8,6,0,4,5,4,7,0,0,4,0,6,0,0,0,0,2,0,				
