Target			0				
StepLimit			15				
TimeLimit			0				
ColorCount			3				
Nut1Count			3				
Nut2Count			3				
NutInitCount			1				
NutMaxCount			3				
NutStep			10				
PlusInitCount			0				
PlusMaxCount			0				
PlusStep			0				
Seed			0				
NewFormat			1				
StarScore			0,0,0,				
GridDataArray			0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,1549,1541,1549,0,0,0,0,0,0,0,0,0,0,0,0,1549,0,0,0,2561,0,0,0,1549,0,1549,0,2561,1,2561,0,1549,0,2561,0,9,1,1,1,9,0,2561,1,2561,1,1,0,1,1,2561,1,0,1,0,0,0,0,0,1,0,				
PortalArray			8,4,8,6,0,7,5,7,7,0,4,2,4,4,0,1,5,1,7,0,0,4,0,6,0,5,2,5,5,0,3,2,3,5,0,				
